code,name,description
C6210,Malignant neoplasm of unspecified descended testis,A medical condition known as malignant neoplasm of unspecified descended testis.
C6211,Malignant neoplasm of descended right testis,A medical condition known as malignant neoplasm of descended right testis.
C6291,"Malignant neoplasm of right testis, unspecified whether desc","A medical condition known as malignant neoplasm of right testis, unspecified whether desc."
C6292,"Malignant neoplasm of left testis, unspecified whether desce","A medical condition known as malignant neoplasm of left testis, unspecified whether desce."
C6300,Malignant neoplasm of unspecified epididymis,A medical condition known as malignant neoplasm of unspecified epididymis.
C6301,Malignant neoplasm of right epididymis,A medical condition known as malignant neoplasm of right epididymis.
C6302,Malignant neoplasm of left epididymis,A medical condition known as malignant neoplasm of left epididymis.
C6310,Malignant neoplasm of unspecified spermatic cord,A medical condition known as malignant neoplasm of unspecified spermatic cord.
C6311,Malignant neoplasm of right spermatic cord,A medical condition known as malignant neoplasm of right spermatic cord.
C6312,Malignant neoplasm of left spermatic cord,A medical condition known as malignant neoplasm of left spermatic cord.
C632,Malignant neoplasm of scrotum,A medical condition known as malignant neoplasm of scrotum.
C637,Malignant neoplasm of other specified male genital organs,A medical condition known as malignant neoplasm of other specified male genital organs.
C638,Malignant neoplasm of overlapping sites of male genital organ,A medical condition known as malignant neoplasm of overlapping sites of male genital organ.
C639,"Malignant neoplasm of male genital organ, unspecified","A medical condition known as malignant neoplasm of male genital organ, unspecified."
C641,"Malignant neoplasm of right kidney, except renal pelvis","A medical condition known as malignant neoplasm of right kidney, except renal pelvis."
C642,"Malignant neoplasm of left kidney, except renal pelvis","A medical condition known as malignant neoplasm of left kidney, except renal pelvis."
C649,"Malignant neoplasm of unspecified kidney, except renal pelvis","A medical condition known as malignant neoplasm of unspecified kidney, except renal pelvis."
C651,Malignant neoplasm of right renal pelvis,A medical condition known as malignant neoplasm of right renal pelvis.
C652,Malignant neoplasm of left renal pelvis,A medical condition known as malignant neoplasm of left renal pelvis.
C659,Malignant neoplasm of unspecified renal pelvis,A medical condition known as malignant neoplasm of unspecified renal pelvis.
C661,Malignant neoplasm of right ureter,A medical condition known as malignant neoplasm of right ureter.
C662,Malignant neoplasm of left ureter,A medical condition known as malignant neoplasm of left ureter.
C669,Malignant neoplasm of unspecified ureter,A medical condition known as malignant neoplasm of unspecified ureter.
C670,Malignant neoplasm of trigone of bladder,A medical condition known as malignant neoplasm of trigone of bladder.
C671,Malignant neoplasm of dome of bladder,A medical condition known as malignant neoplasm of dome of bladder.
C672,Malignant neoplasm of lateral wall of bladder,A medical condition known as malignant neoplasm of lateral wall of bladder.
C673,Malignant neoplasm of anterior wall of bladder,A medical condition known as malignant neoplasm of anterior wall of bladder.
C674,Malignant neoplasm of posterior wall of bladder,A medical condition known as malignant neoplasm of posterior wall of bladder.
C675,Malignant neoplasm of bladder neck,A medical condition known as malignant neoplasm of bladder neck.
C678,Malignant neoplasm of overlapping sites of bladder,A medical condition known as malignant neoplasm of overlapping sites of bladder.
C679,"Malignant neoplasm of bladder, unspecified","A medical condition known as malignant neoplasm of bladder, unspecified."
C680,Malignant neoplasm of urethra,A medical condition known as malignant neoplasm of urethra.
C681,Malignant neoplasm of paraurethral glands,A medical condition known as malignant neoplasm of paraurethral glands.
C688,Malignant neoplasm of overlapping sites of urinary organs,A medical condition known as malignant neoplasm of overlapping sites of urinary organs.
C689,"Malignant neoplasm of urinary organ, unspecified","A medical condition known as malignant neoplasm of urinary organ, unspecified."
C6900,Malignant neoplasm of unspecified conjunctiva,A medical condition known as malignant neoplasm of unspecified conjunctiva.
C6901,Malignant neoplasm of right conjunctiva,A medical condition known as malignant neoplasm of right conjunctiva.
C6902,Malignant neoplasm of left conjunctiva,A medical condition known as malignant neoplasm of left conjunctiva.
C6910,Malignant neoplasm of unspecified cornea,A medical condition known as malignant neoplasm of unspecified cornea.
C6911,Malignant neoplasm of right cornea,A medical condition known as malignant neoplasm of right cornea.
C6912,Malignant neoplasm of left cornea,A medical condition known as malignant neoplasm of left cornea.
C6920,Malignant neoplasm of unspecified retina,A medical condition known as malignant neoplasm of unspecified retina.
C6921,Malignant neoplasm of right retina,A medical condition known as malignant neoplasm of right retina.
C6922,Malignant neoplasm of left retina,A medical condition known as malignant neoplasm of left retina.
C6930,Malignant neoplasm of unspecified choroid,A medical condition known as malignant neoplasm of unspecified choroid.
C6931,Malignant neoplasm of right choroid,A medical condition known as malignant neoplasm of right choroid.
C6932,Malignant neoplasm of left choroid,A medical condition known as malignant neoplasm of left choroid.
C6940,Malignant neoplasm of unspecified ciliary body,A medical condition known as malignant neoplasm of unspecified ciliary body.
C6941,Malignant neoplasm of right ciliary body,A medical condition known as malignant neoplasm of right ciliary body.
C6942,Malignant neoplasm of left ciliary body,A medical condition known as malignant neoplasm of left ciliary body.
C6950,Malignant neoplasm of unspecified lacrimal gland and duct,A medical condition known as malignant neoplasm of unspecified lacrimal gland and duct.
C6951,Malignant neoplasm of right lacrimal gland and duct,A medical condition known as malignant neoplasm of right lacrimal gland and duct.
C6952,Malignant neoplasm of left lacrimal gland and duct,A medical condition known as malignant neoplasm of left lacrimal gland and duct.
C6960,Malignant neoplasm of unspecified orbit,A medical condition known as malignant neoplasm of unspecified orbit.
C6961,Malignant neoplasm of right orbit,A medical condition known as malignant neoplasm of right orbit.
C6962,Malignant neoplasm of left orbit,A medical condition known as malignant neoplasm of left orbit.
C6982,Malignant neoplasm of overlapping sites of left eye and adne,A medical condition known as malignant neoplasm of overlapping sites of left eye and adne.
C6990,Malignant neoplasm of unspecified site of unspecified eye,A medical condition known as malignant neoplasm of unspecified site of unspecified eye.
C6991,Malignant neoplasm of unspecified site of right eye,A medical condition known as malignant neoplasm of unspecified site of right eye.
C6992,Malignant neoplasm of unspecified site of left eye,A medical condition known as malignant neoplasm of unspecified site of left eye.
C700,Malignant neoplasm of cerebral meninges,A medical condition known as malignant neoplasm of cerebral meninges.
C701,Malignant neoplasm of spinal meninges,A medical condition known as malignant neoplasm of spinal meninges.
C709,"Malignant neoplasm of meninges, unspecified","A medical condition known as malignant neoplasm of meninges, unspecified."
C710,"Malignant neoplasm of cerebrum, except lobes and ventricles","A medical condition known as malignant neoplasm of cerebrum, except lobes and ventricles."
C711,Malignant neoplasm of frontal lobe,A medical condition known as malignant neoplasm of frontal lobe.
C712,Malignant neoplasm of temporal lobe,A medical condition known as malignant neoplasm of temporal lobe.
C713,Malignant neoplasm of parietal lobe,A medical condition known as malignant neoplasm of parietal lobe.
C714,Malignant neoplasm of occipital lobe,A medical condition known as malignant neoplasm of occipital lobe.
C715,Malignant neoplasm of cerebral ventricle,A medical condition known as malignant neoplasm of cerebral ventricle.
C716,Malignant neoplasm of cerebellum,A medical condition known as malignant neoplasm of cerebellum.
